customer_tweet_id,customer_text,support_tweet_id,support_text,intent,escalation
1287649,@AppleSupport iPhone 7plus,1287651,"@421177 Let's get you to our Photos experts. Choose ""Apps &amp; Software"" here:

 https://t.co/IBIY3vMgPj",,
1287653,huge s/o to @115858 for 0 support on my completely frozen phone that's been frozen for almost 2 hrs @applesupport,1287652,@222106 We'd love the chance to help with your iPhone. Let's start by taking a look at the steps here: https://t.co/8MvHMFZ83h,,
297995,@179986 @115858 my twitter app never crashed at all ! &amp; now i cant even open it without it actin dumb 😒,736445,@186989 Let's work on it together. Start with these instructions and let us know how it goes: https://t.co/fUZ0NRrVNN,,
36084,"@115858 @AppleSupport @116333 What Is going on with the #Iphone, it is very unresponsive and has a lot of lag #iphone6SPlus and #iphone8",36081,@123848 We'd be more than happy to look into this with you. What version of iOS are you using and are your apps up-to-date?,,
670356,Why does my iPhone keep restarting every 30 seconds @115858 @AppleSupport,670355,"@279905 We're sorry to see you're experiencing this issue, we thank you for reaching out.

If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution: https://t.co/osZOKKTalm https://t.co/GDrqU22YpT",,
711139,I can't hear calls on my iPhone. WTF @AppleSupport ? It worked fine yesterday. @1647 about to get a new customer,711137,@290067 Being able to hear on phone calls is important. Which iPhone are you using?  Have there been any recent changes?,,
1096894,@AppleSupport Today after updating software. Happens no matter what I try to look for. Also can’t select an address in my calendar ap...,1096895,@330422 OK. Please review this helpful article here: https://t.co/jiMIBQw7go DM us if you continue to have issues: https://t.co/GDrqU22YpT,,
26675,Sooooooo is @115858 ever going to fix this annoying glitch for when I type the letter I️ it does that annoying box with the ? Thing! This is stupid. I️m just going to switch over to Android soon.,26673,@121838 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,
1095212,@115858 @AppleSupport I received this email and it’s fake. https://t.co/SJU8Ym08jy,1095211,"@378446 Good catch! Learn more about phishing and suspicious emails, as well as how to report them here: https://t.co/LNMCdqt6fD",,
1458789,"@AppleSupport Idek, at this point I️ get a notification for an update literally every week. Problematic.",1458788,"@458605 We are happy to help, connect with us via DM here: https://t.co/GDrqU22YpT",,
556041,@AppleSupport I have this exclamation mark in the left bottom and the picture is blurred,556042,"@249885 Thanks. Do you use iCloud Photo Photo Library at all? If so, and you go to Settings &gt; Apple ID (at the top) &gt; iCloud &gt; Photos, does it show that they are currently uploading? https://t.co/GDrqU22YpT",,
1591981,@AppleSupport The latest version. 11.1 I️ believe. This is ridiculous,1591983,@489372 That's not the experience we want you have with iOS 11. Follow us to DM and we'll get take a closer look. https://t.co/GDrqU22YpT,,
1272397,"@AppleSupport Tried on both my 5th generation iPod and Samsung Galaxy S7. It lets me log in, but when I try join, it says ""already a member"" but no music",1272399,@400229 Thank you. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,,
1516649,@AppleSupport 4.0 (15R372),1516650,@471875 Does the issue persist after restarting both devices?,,
1234767,My Iphone just stops working every two years around the exact same time. Hmm @115858,1234765,"@409613 Let's take a look at it, what seems to be wrong with it at this time? Which model is it, and which version of iOS is installed?",,
1504000,@AppleSupport On the newer account. I have a metered connection and I don’t want to have to download all that stuff over,1503998,"@412637 Great question, however when you sign out of the old account, all music downloaded for offline use would need to be redownloaded.",,
1689401,@115858 where is the update that fixes that capital i?,1689400,@512942 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,
1616721,when you update to see the emojis and you still can’t see the emojis....@AppleSupport https://t.co/UYYo819Jia,1616719,@495780 We're here to help. Let us know which device and system version you're experiencing issues with to get started.,,
1092519,@AppleSupport how do you delete the latest update of IOS on your phone? Your latest update sucks so bad. #thisiswhyidontupdate #butidid,1092518,"@377812 While we do not support a downgrade, we do want to help. Let us know what issues you are seeing.",,
145199,@115858 please update the iPhone X in order to use Face Recognition with and without glasses 👓.  Thanks!,145198,"@148901 Face ID is designed to work with glasses and without glasses. Tell us more about what happens when you try to use this feature, and we’ll partner with you.",,
1286454,@AppleSupport Hello. When will you have iPhone X models on display at the Apple store?,1286453,@420890 Hi there. We recommend reaching out to your local Apple Retail store for more info about availability on displays.,,
92632,"@AppleSupport iPhone X, 11.1.2",92634,"@136051 Thanks for sharing that with us, can you confirm in a Direct Message if you delete all the previous alarms and create a new one if it works 5 minutes into the future. https://t.co/GDrqU22YpT",,
27510,"@AppleSupport Latest version of iOS. 
It says a error occurred during activation. Turned phone off and on. Nothing. New phone just set it this evening",27512,@122019 We received your DM and have responded there.,,
1018548,@AppleSupport it’s already 11.0.3 and this bug is not addressed. U gotta fix this. It is reproducible across all iOS 11 compatible iPhones @115858 https://t.co/umuK3hlGeE,1018547,@360997 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,
1276301,@AppleSupport a small line across my screen will not respond to touch on my iphone 5s. how do i fix it?,1276300,@418745 We've got your back. Please share with us in DM where you are seeing this line on your iPhone to start. https://t.co/GDrqU22YpT,,
122324,"@AppleSupport pls help,my ip7+ freeze all the time after update ios 11.1.2 &amp; the camera is also got blurry,also couldnt open my photo gallery.what happen?",122323,"@143276 We're happy to help with these issues. What happens when you attempt to open the photo gallery currently? Also, let's see if we can resolve that camera issue with the steps outlined here: https://t.co/r1DRfaFLIU",,
307362,@AppleSupport Battery draining fast after update iOS in my I pad please give some suggestion to save battery,764658,@302754 We want to help you look into this. Have you looked over the information provided here? https://t.co/bivpdfBNJ6,,
552133,Apple with every single update there's always some glitch. Always! Especially when a more EXPENSIVE phone comes on the market. What about your loyal customers? @AppleSupport,552131,"@248711 If you are having issues with your iPhone, we'd love to help. Just let us know what's happening and we'll get started working on this together.",,
1454605,@AppleSupport Why did you break my phone?,1454603,@457610 What’s happening with your iPhone? We’d like to help.,,
1297980,@AppleSupport Can someone tell me how I'm told to choose a plan when I've already paid for one😫!!!Give me my music back guys stop!!,1297978,@423343 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT,,
1697435,@514887 😤😤😤 @115858 is there a way to fix a video that got corrupted because of an update https://t.co/e3WgyCMJo3,1697434,@514886 We can definitely look into this with you. Which device are you using? Which app are you using to edit the video?,,
545313,"Today I had the worst, most disastrous and unfriendly contact with Senior Apple Advisor Philipp Lindner. It's a shame for @AppleSupport to give him this role. He shouldn't even be Junior.",545312,"@246758 We always want you to have a great experience with our support teams. Please send us a DM, so we can gather more information. https://t.co/GDrqU22YpT",,
738052,@AppleSupport What about not being able to make calls ?,738054,@296514 Check out this article for help with the calls: https://t.co/U53YusKX3z DM us if you’re still having issues. https://t.co/GDrqU22YpT,,
705783,@AppleSupport I tried using an app and 15 - 20 minutes later it kicked me out. Then I tried again. Then 15 - 20 minutes later the same thing happened. Why,705781,@189689 We'll help you get pointed to the right direction. Shoot us a DM and we'll get started. https://t.co/GDrqU22YpT,,
940959,Why the fuck did my phone just make an alarm beeping sound @AppleSupport,940957,@343066 Let's work together to investigate. Is this the first time you've heard this? Was it accompanied by a visual notification?,,
1072760,@115858 why is it that every time I connect to my at home WiFi’s it says “incorrect password “? When I know it is correct. 🙃,1072759,@373130 DM us and let us know which device you're using. We're glad to work with you. https://t.co/GDrqU22YpT,,
939221,@AppleSupport 11.1.2 ( 15B202),939220,"@342643 Thank you. What's going on with your iPhone? The more details we have, the better we can help. You can DM us at the link below. https://t.co/GDrqU22YpT",,
998360,@356404 @115858 Did u figure this out? Mines doing the same shit,1197470,@401358 We'd be happy to see how we can help. Which iPhone and iOS version are you using?,,
1018565,@AppleSupport why are my texts disappearing? They all deleted to the last text and now they’re all gone?,1018564,@361003 We'd be happy to look into this with you. DM us your country or region to get started. https://t.co/GDrqU22YpT,,
87083,@AppleSupport,87081,@135062 Thanks for reaching out to us. We'll be happy to see how we can help. Have you tried restarting your Mac to see if that screen continues to display that way?,,
1617204,@AppleSupport PLEASE FIX THE I️ SITUATION. I’M TIRED.,1617203,@495890 We'd like to help! Let's try the steps outlined in this article: https://t.co/xXaXeeSRt9,,
31960,@AppleSupport iPad and iPhone,31959,"@123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?",,
1670137,@AppleSupport why doesn’t @1122 work with music part of control centre or show up on my lock screen since latest update?,1670136,@508441 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,,
1286474,@AppleSupport It doesn’t do anything when I press it. And other times when I hold down the home button I get the horizontal line and Siri will work then.,1286476,"@420894 Is your device configured for ""Hey Siri!"", and if so, does that function work as expected? When did this issue start?",,
1016786,"@AppleSupport I receive all notifications just fine. I just cannot clear them all using the X unless my screen is locked. Otherwise,i have to swipe each 1",1016787,"@360574 When you swipe down to show your notifications, do you see the ""X"" option to clear by the day? Please DM details. https://t.co/GDrqU22YpT",,
1281471,@AppleSupport Ever since downloading IOS 11 My iPhone 6S has been slower and slower. It freezes all the time. I don’t know what to do!,1281470,@419821 We want to help out. DM us and we'll continue there. https://t.co/GDrqU22YpT,,
90620,Four videos are suddenly gone from my phone...would the automatic iCloud backing-up do that? Clear space by transferring them there?? That's the only thing that could make any sense. @AppleSupport,90618,@135614 Let's check some settings on your device. Tap Settings &gt; Photos. Is iCloud Photo Library on? Have you signed out of your Apple ID?,,
1548770,@AppleSupport help mee !!!!,1548769,@479434 We're here for you. Please let us know in a DM what device you need help with and what's going on. https://t.co/GDrqU22YpT,,
2682,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,2681,"@116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",,
1615439,"@115858 help me. Not I️, me",1615438,@495460 We've got a workaround for you to try. Follow the steps here and let us know if that works for you. https://t.co/xXaXeeSRt9,,
105440,@AppleSupport 4 days ago.,105442,"@139293 Did these issues start immediately? When the iPhone is unresponsive, are you able to press the Home button and exit the app? Please DM us. https://t.co/GDrqU22YpT",,
545271,"Whyyyy does @AppleSupport hate me?! My alarm, timer and stopwatch never worksss 😩",545270,@246746 Thanks for reaching out. Please let us know all about the issues you're experiencing. We'd like to help you and look into this further. Please DM us to get started. https://t.co/GDrqU22YpT,,
1078782,@AppleSupport No. It does not alarm. The only time it alarms is when I press on the home button.,1078781,@374477 Thanks for trying that. We're going to need to dig in deeper here. Please join us in DM where we can do that. https://t.co/GDrqU22YpT,,
545332,My iPhone keeps restarting every couple of minutes. Yo @115858 i need help.,545331,@246768 You're in the right place for help. Let's follow the steps in this article: https://t.co/osZOKKTalm Before updating we recommend creating a backup of your device. Still have issues? DM us and we can take a closer look there. https://t.co/GDrqU22YpT,,
110889,@AppleSupport please help me??? https://t.co/qoU2r1GSkn,110887,@140664 We want to help you delete the unwanted user. You'll find the steps to do so here: https://t.co/Ni2eLcZ5no,,
1099669,@AppleSupport #iOS11 how do I change song from lock screen ?,1099668,"@379502 We love listening to music on the go, and we’re here to assist. To begin, are you using the Music app?",,
52302,"@AppleSupport the new IOS software has completely screwed my phone up - slow, crashes, calls don't get recognised...",52300,"@127764 We'd like to look into this with you. Did you already complete the update that was just released, iOS 11.1?",,
112885,MY PHONE WONT FUCKING GO OFF HEADPHONE MODE @AppleSupport thoughts?,112883,@141093 We're here to help. When did this start happening? When you have headphones in do they work normally?,,
41685,"@AppleSupport iPhone is getting stuck and slow . Seriously, it was fine up until a week ago. Any tips? Thanks for responding. It’s not that old 😰",41687,"@125176 You’re very welcome. To start isolating the issue, tell us which iOS version your iPhone is on.",,
143533,@AppleSupport I want to change the country of my App Store from USA to India and it keeps asking my for my credit card. Why do u need my card information when I m only changing the region on my phone,143532,@148427 We're here to help. This article will explain why you need to make that change: https://t.co/usOJWy6ChP,,
1240093,Je suis allé chez @AppleSupport pour savoir quel était le problème. Leur diagnostic ne donnait rien donc il faut changer le clavier [...],1240091,@410877 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,
1643856,Oh it’s changed to an exclamation point. Cool. I️ hate you @115858,1643855,@502387 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,
1647344,Is @115858 trying to marginalize @115888 now? W/ the new iPhone update I can’t listen to Spotify over USB speakers &amp; Apple Music auto opens,1647342,"@503294 Let's look into this further. Which product are you seeing this on, and what software version are you using on that device?",,
87175,@AppleSupport I'm. Pretty sure this is spam. Just thought I'd pass it on https://t.co/LKhiuqtnox,87174,"@135076 Thanks for bringing this to our attention. You are correct, this is a phishing email. If you'd like more information regarding these emails and how to report them, please check out https://t.co/LNMCdqt6fD.",,
