customer_tweet_id,customer_text,true_intent,predicted_intent,true_escalation,predicted_escalation,reply,evidence
1516647,@AppleSupport  Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect.,device_performance,ios_update_issue,human,auto,We can help with that. Could you DM us your Watch edition and the country you’re in? That will help us troubleshoot the time‑zone sync issue.,"[{""customer_text"":""@AppleSupport No, it stays off for a short period of time. If I connect to a WiFi network in another time zone or travel to another time zone, it turns itself back on."",""support_text"":""@119652 Got it, thanks. So that we can look into this further, DM the iOS version your iPhone is currently running. This info can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"",""score"":54.68786533983696},{""customer_text"":""@AppleSupport went away to diff time zone. Left watch home &amp; off. Came back, phone had auto changed time correctly. Watch on &amp; hour behind. Have tried to sync. Can’t correct time. Settings?"",""support_text"":""@128101 We can understand your concerns with wanting your iPhone and Watch times to match. We will do all we can to ensure we isolate the issue, and find a resolution. In order for us to better assist, meet us in DM with your country, and we'll continue to work from there. https://t.co/GDrqU22YpT"",""score"":52.65804943803064},{""customer_text"":""@AppleSupport The alarm on my Apple Watch (OS4) goes off at the wrong time - not the time set in the alarm app on the watch. Any ideas?"",""support_text"":""@149286 We can definitely help with your alarm. If possible DM us your Watch edition and we can assist further. https://t.co/GDrqU22YpT"",""score"":45.25266752544763}]"
1615474,@115858 fix this. https://t.co/Rbz2XL0Orc,general_support,ios_update_issue,human,auto,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"[{""customer_text"":""@AppleSupport fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fixit"",""support_text"":""@595731 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":33.174355805558974},{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":29.083032610679968},{""customer_text"":""@AppleSupport FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES"",""support_text"":""@586498 Thanks for reaching out. DM us which device and software version you're experiencing this issue on. We'll start there. https://t.co/GDrqU22YpT"",""score"":24.126804222224706}]"
56996,@AppleSupport Yes full service on both,device_performance,general_support,human,auto,Could you let us know which iOS version you’re using and how long you’ve been seeing this issue?,"[{""customer_text"":""@AppleSupport how do I turn off the “storage almost full” alerts? I know it’s full and wish to keep it full without being told it’s full."",""support_text"":""@793676 Hey, are you referring to the device storage or iCloud storage? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT"",""score"":25.751657412548198},{""customer_text"":""@AppleSupport my iCloud said full 50gb.went to 200gb instantly full.says it’s full of documents but I haven’t backed up any documents? __email__"",""support_text"":""@229951 Hey, we'll take a look into what's going on with the iCloud Storage. Let's meet in DM and we'll work together from there. https://t.co/GDrqU22YpT"",""score"":19.64053191944997},{""customer_text"":""@AppleSupport what's going on with not being able to make calls via cell w/ full service and the OS insisting I use 'wifi calling', which has to be enabled through my service provider? Why is this a thing?"",""support_text"":""@117409 We want to make sure you're able to get connected with your iPhone. So we can get  started, could you let us know which version of iOS you are using? How long have you been seeing this?"",""score"":18.763319828001535}]"
735517,@AppleSupport Is it normal that my 6 Months old iPhone SE smells like a mixture of rotten Eggs ans burned wires?Itstartedwhilelayingonmydesk,hardware_issue,hardware_issue,human,human,It sounds like a potential hardware issue. Please contact Apple Support or visit an Apple Store for inspection.,"[{""customer_text"":""@AppleSupport Hi I recently purchased the iPhone SE and I'm trying to login to my old Apple ID account but I don't have my recovery key nor have access to my old phone number or old device. Please help. I need access."",""support_text"":""@640753 Thank you for taking the time to reach out to us. Please take a look at the information here about two-step verification: https://t.co/y8ghmuXVpf Please DM us with any questions. https://t.co/GDrqU22YpT"",""score"":25.912743711459473},{""customer_text"":""¿Alguien, de España, ha utilizado  @115858 Pay ( @AppleSupport ) en el extranjero?\n\n¿Se puede utilizar VISA @99466 (@99467) en EE.UU.?\n\nSi se puede, ¿se aplican comisiones?De ser así, ¿cuáles son?\n\nSe agradece cualquier info 🙏🏻 👍🏻\nGracias 🙂"",""support_text"":""@266432 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs"",""score"":25.125291013699318},{""customer_text"":""@115858 Señores Apple la versión iOS 11 viene con muchos problemas, se des configura el teléfono, se cierra las ventanas, se calienta la batería"",""support_text"":""@437415 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs"",""score"":23.818135573544016}]"
1284604,I take back last night’s verdict of @115948 working well for me. All I want is to listen to Jessie Ware’s new album @AppleSupport :( https://t.co/CrpWhyuPqx,general_support,general_support,auto,auto,"Sure! Open Apple Music, tap the Search tab, type “Jessie Ware” and tap the album that appears. You can then play it directly from the app.","[{""customer_text"":""@AppleSupport ☝🏽 no. For example if photos are in album A but I want them in Album B I want them to move to album B when I move them. Not stay in both"",""support_text"":""@620328 We're always interested in hearing about features you'd like to see. Share your thoughts here: https://t.co/J46COPJzUo"",""score"":31.40232252059755},{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@115948 @AppleSupport Seriously, how do I report this shit? This is not @99991’s new album, which is who I listen to. You have metal artists grouped in with hip-hop artists. Same thing happens with @99992. Lots of others too. https://t.co/mgQHgnDBlB"",""support_text"":""@433991 We'd like to know a bit more about what you are seeing. Could you join us in DM with more details? https://t.co/GDrqU22YpT"",""score"":30.246272903298994}]"
724193,"@AppleSupport Iphone 7 plus, Unable to update Apps and even can’t download.",app_issue,app_issue,human,auto,"Hi! Could you let me know what happens when you try to download an app? Have you tried restarting your iPhone 7 Plus? Also, check that you have enough storage space and a stable internet connection. If the problem persists, let me know and we can dig deeper.","[{""customer_text"":""What the fuck is going on @115858? I can't even update apps anymore. Even when I update my payment method, I still can't update/download apps https://t.co/bVPp5AbyPo"",""support_text"":""@375335 Meet us in DM and we'll look further into this together. https://t.co/GDrqU22YpT"",""score"":31.68869878969233},{""customer_text"":""@AppleSupport I'm unable to update my iPhone, the update downloads &amp; when I click install it verifies but then says it's unable to download? https://t.co/dDsXPFDjZ6"",""support_text"":""@195830 We're happy to help and thanks for the screenshot. Let's start here: https://t.co/Ui1yTnOCUz"",""score"":28.12879300193362},{""customer_text"":""What’s going on with the new IOS update @115858 @AppleSupport ? I got a brand new iPhone 8. It’s not letting me download apps and some apps will freeze. This is important. I have to download my @7531 app. Please and thank you."",""support_text"":""@275670 We want to make sure everything on your iPhone is working as you expect it. Let's start with the issues of apps not downloading on your iPhone. What's happening now when you try to download them? Have you tried restarting since this started?"",""score"":26.418706796541944}]"
1102627,"@AppleSupport Yes, but it turns back on every time I open the app and wastes my phone memory when I forget to turn it off",app_issue,app_issue,auto,auto,That doesn't sound right. We can definitely help you. Which device are you using? Which iOS version are you running?,"[{""customer_text"":""@AppleSupport how do I stop Siri and search from turning back on inside my apps? I turned it off in nearly every app and went back in to find it turned back on. Even with Siri and search turned off I have to go through every app."",""support_text"":""@322949 That doesn't sound right. We can definitely help you. Which device are you using? Which macOS or iOS are you running?"",""score"":39.99349479683822},{""customer_text"":""@115858 you updated my phone a couple of weeks ago now when I turn off and turn back on screen is frozen I have to turn screen off then back on  to get to work I know this might be hard to comprehend but my great grandma always said DO IT RIGHT THE FIRST TIME u owe customers that"",""support_text"":""@262396 That's not the experience we want you to have.  We want to help.  Send us a DM and let us which country you are located in to get started. https://t.co/GDrqU22YpT"",""score"":39.300270395014095},{""customer_text"":""@AppleSupport My phone keeps shutting off. Every time I have an app open it will lag, I won’t be able to close it so I have to turn my phone off."",""support_text"":""@249031 Thank you for those details. Send us a DM with the country that you're located in to continue. https://t.co/GDrqU22YpT"",""score"":38.14312395417963}]"
58810,"@AppleSupport iPhone 7 jet black, max storage",general_support,general_support,auto,auto,"The iPhone 7 Jet Black comes in 32 GB, 128 GB, and 256 GB options. Which capacity are you looking for?","[{""customer_text"":""@AppleSupport Hi! I’m thinking about selling my iPhone 7 Plus Jet Black to you, but my backside is scratched, will that lower the price of the iPhone?"",""support_text"":""@221531 Thanks for reaching out. Trade-in values may vary based on the condition and model of your smartphone trade-in. You may find out more about our recycling and trade in programs here: https://t.co/1OpwRY51id"",""score"":23.131341454072256},{""customer_text"":""@115858 @AppleSupport why is my iPhone 5 saying I got no storage left when I have 55 photos (had to remove loads for \""storage\""), my phone keeps freezing, it's closes me off my apps (I had to remove some apps for \""storage\"") I then have to shut up phone off for it to work again????"",""support_text"":""@572990 We're happy to look into these issue with you. DM us the iOS version currently installed &amp; we'll get started. https://t.co/GDrqU22YpT"",""score"":22.96640136896795},{""customer_text"":""@123857 Yo, iOS 11.0.3 and I’m still dropping crazy frames on the iPhone 7 Jet Black, you surely abounded the best iPhone ever pretty quick now."",""support_text"":""@505256 We'd like to see how we can help with your iPhone. Please DM us the details of what you're experiencing and we'll take a look. https://t.co/GDrqU22YpT"",""score"":21.824186013916954}]"
1700937,Okay the only I️ hate about my new phone is how suddenly my tweets looks like this when I️ type an uppercase “i” @115858 FIX IT PLZ https://t.co/94REpN0wZq,device_performance,app_issue,auto,auto,Here’s what you can do to work around the issue until it’s fixed in a future software update.,"[{""customer_text"":""I hate hate hate hate hate this new @115858 update on the new phones...@AppleSupport kills battery so fast. Come on Apple"",""support_text"":""@372517 Let's work on this battery issue with your device. Please DM us so we can help. https://t.co/GDrqU22YpT"",""score"":38.70320432626738},{""customer_text"":""@AppleSupport fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fixit"",""support_text"":""@595731 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":33.174355805558974},{""customer_text"":""NO! @AppleSupport I DONT NEED THIS! I NEED AN iOS https://t.co/uEyWjUtbFW OR SOMETHING TO FIX MY PHONE THAT FREEZES OR HAS “TOUCH DISEASE” BECAUSE IM TIRED OF SLAMMING MY PHONE ON MY TABLE TO FIX IT! AND I’M NOT TRYING TO BUY A NEW PHONE SO PLEASE FIX iOS 11! https://t.co/Y35qgoCnlb"",""support_text"":""@677829 We want to make sure you iPhone is working great. Please DM us details of when you're experiencing this unresponsive behavior and we'll be happy to work with you to find a solution. https://t.co/GDrqU22YpT"",""score"":32.23318335699158}]"
1083373,@115858 PLEASE release an update to fix your latest update. Everything is glitches &amp; so slow. Driving me INSANE. #dontfixwhatsnotbroken,ios_update_issue,ios_update_issue,auto,auto,"Hi @115858, thanks for reaching out. Could you let us know your device model, the iOS version you’re on, and the specific glitches you’re seeing? That will help us look into it.","[{""customer_text"":""@115858 \nFIX THIS PIECE OF SHIT UPDATE \nFIX THIS PIECE OF SHIT UPDATE \nFIX THIS PIECE OF SHIT UPDATE \nFIX THIS PIECE OF SHIT UPDATE"",""support_text"":""@663909 We're happy to help with issues related to the update. Please DM us your device model, the iOS 11 version installed and the specific issues you're experiencing. We're delighted to help sort things out. https://t.co/GDrqU22YpT"",""score"":37.84545787451453},{""customer_text"":""@115858 Another problem!\nI had to reset &amp; update software &amp; update apps &amp; reset again &amp; force restart &amp; wasted three hours with no solution."",""support_text"":""@345566 We're here to help. Tell us what issue you're currently having. Go ahead and DM us. https://t.co/GDrqU22YpT"",""score"":36.00801602142588},{""customer_text"":"".@AppleSupport your 2 step security verification is totally flawed &amp; driving me insane. Even glitches &amp; logs me out when following the steps 2 turn it off. Currently locked out of everything except on my cell. 2017 u making big L's"",""support_text"":""@766394 We'd like to help.  Send us a DM with your current location, and we'll go from there. https://t.co/GDrqU22YpT"",""score"":35.166377287413596}]"
1507350,@AppleSupport why does this happen every time I️ try to write a capital i? https://t.co/rgLb2tRf48,device_performance,app_issue,auto,auto,"Hi, let's give the steps in this article a try: https://t.co/HLE0hfPneP DM us back if you have any questions. https://t.co/GDrqU22YpT","[{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport why does this happen every single time I try to update my phone or iPad on my laptop?? &amp; it won’t restore on said laptop. Grr. https://t.co/IuZIl2Mm77"",""support_text"":""@478720 Hi, let's give the steps in this article a try: https://t.co/HLE0hfPneP DM us back if you have any questions. https://t.co/GDrqU22YpT"",""score"":27.390792009260124},{""customer_text"":""@AppleSupport I'll try. It's hard to tell because the problem happens randomly.  It doesn't happen every time I move an image to the trash.  I'll try to get it to repeat the problem."",""support_text"":""@450705 Understood. Intermittent issues are harder to help with, but if you're able to get it to happen again, DM us so we can investigate further. Try to note if it happens while deleting a file from iCloud Drive versus the Documents file on your computer, too. https://t.co/GDrqU22YpT"",""score"":26.95626838428127}]"
58817,@AppleSupport 11.0.03!,general_support,ios_update_issue,human,auto,"@553005 Thanks for reaching out. Which iPhone model are you running iOS 11.0.3 on? Let us know in a DM, we'd like to help. https://t.co/GDrqU22YpT","[{""customer_text"":""Hey @AppleSupport... iOS 11, 11.01, 11.02, 11.03 and 11.1 have been the absolute worst. I’ve never had an iOS crash or freeze so much."",""support_text"":""@594241 We'd be happy to look into this with you. DM us the iPhone you have using the link below to get started. https://t.co/GDrqU22YpT"",""score"":23.116409735418994},{""customer_text"":""iOS 11\niOS 11.0.1\niOS 11.0.2\niOS 11.0.3\niOS 11.1\nIOS 11.1.1\niOS 11.1.2\nChance Nummer Sieben für Podcasts: vertan.\n@115858 @AppleSupport https://t.co/EW688vVApo"",""support_text"":""@622678 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"",""score"":22.027615454519825},{""customer_text"":""@AppleSupport Updated to 11.0.03 today. Phone is almost unusable now. #11.0.03"",""support_text"":""@553005 Thanks for reaching out. Which iPhone model are you running iOS 11.0.3 on? Let us know in a DM, we'd like to help. https://t.co/GDrqU22YpT"",""score"":21.245138299980372}]"
823512,@AppleSupport I’ve tried that before. They aren’t coming up on my Find My iPhone app. And I followed all directions.,general_support,app_issue,human,auto,"Understood. Could you let us know which iOS version you’re running and whether the devices you’re trying to locate are signed into iCloud? Also, are you seeing any error messages in the Find My app? Let us know so we can help further.","[{""customer_text"":""@AppleSupport hi, I’ve just updated again &amp; some of my app games aren’t compatible now. It says to contact app developer but I can’t open the app to find out who or how to contact the developers. Can you help please?"",""support_text"":""@254185 We're happy to help you out with this. This article will walk you through finding an app developer's information in the App Store: https://t.co/TiJisiHvNT Let us know if this helps."",""score"":30.670432458305527},{""customer_text"":""@AppleSupport If I select ok or cancel nothing changes I still get same message. iMessage is off. I’ve tried turning it on. Same. I’ve tried turning phone off and on and I’ve tried reset on my Appleid"",""support_text"":""@778561 Understood. Are you seeing any errors in Settings &gt; Messages? Also, what is the current iOS version you see in Settings &gt; General &gt; About? Let us know in DM, please. https://t.co/GDrqU22YpT"",""score"":28.656882550987763},{""customer_text"":""@AppleSupport iPhone 6 Plus running iOS 11.2. The app just keeps telling me it can't connect to the App Store. I've tried closing the app, restarting my phone and logging in and out of my account from Settings. Nothing has worked. https://t.co/RroEx7nrDp"",""support_text"":""@250045 Were you able to connect before the update to iOS 11.2? You mentioned it's been a couple of days and iOS 11.2 only dropped today. Are you running the beta version of iOS 11.2? Please let us know in DM. https://t.co/GDrqU22YpT"",""score"":25.533503524903256}]"
682019,@115858 can you PUH lease fix these I️t boxes,ios_update_issue,ios_update_issue,auto,auto,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"[{""customer_text"":""@AppleSupport fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fixit"",""support_text"":""@595731 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":33.174355805558974},{""customer_text"":""@AppleSupport FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES"",""support_text"":""@586498 Thanks for reaching out. DM us which device and software version you're experiencing this issue on. We'll start there. https://t.co/GDrqU22YpT"",""score"":24.126804222224706},{""customer_text"":""@115858 \nFIX THE GLITCH \nFIX THE GLITCH \nFIX THE GLITCH \nFIX THE GLITCH \nFIX THE GLITCH \nFIX THE GLITCH \nFIX THE GLITCH \n\n... this A-riddler box is unacceptable"",""support_text"":""@518078 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":23.19168579522467}]"
675439,Bro this dumb upgrade is making my phone tweak. @115858 I’m buying the X. Give me a break,ios_update_issue,ios_update_issue,human,auto,Thanks for reaching out! Let us help. DM us which device you’re using and your software version to proceed.,"[{""customer_text"":""@115858 the new update sucks and it’s making my phone tweak #fixit"",""support_text"":""@562999 We're here to help and want to ensure your iPhone is working as expected. Provide us a description of the issue in a DM. https://t.co/GDrqU22YpT"",""score"":21.548870618654703},{""customer_text"":""wtf apple I went to bed with my phone at 100% and when I woke up it was at 2% @115858 @115858 @115858 @115858 @115858 @115858 @115858 @115858 @115858"",""support_text"":""@299671 What version of iOS are you running? Find that in Settings &gt; General &gt; About."",""score"":21.404229002129522},{""customer_text"":""FIX THE DAMN LETTER I️ &amp; GIVE ME A GARIFUNA FLAG EMOJI @115858 @115858 @115858 @115858 @115858 @115858 @115858"",""support_text"":""@588518 Thanks for reaching out! Let us help. DM us which device you’re using and your software version to proceed. https://t.co/GDrqU22YpT"",""score"":20.78802488198488}]"
59230,"@AppleSupport This happened to me once before, and decided to record it when it happened again. MacBook Air 13' Early 2015 https://t.co/fu0kIo2K8t",general_support,hardware_issue,human,auto,"Could you describe what exactly happened? Did the screen go black, flicker, or show any other abnormal behavior?","[{""customer_text"":""@AppleSupport This happened when I went to turn off the computer, first time it happened. I updated the OS yesterday, so I think it may be a bug in it. MacBook Air, 2014 comp https://t.co/mTZqbW4BMb"",""support_text"":""@229527 Does the issue persist if you shut down now?  Let us know."",""score"":41.70251300277263},{""customer_text"":""@AppleSupport this happened to my iPad Air 2 today. It was working then this suddenly happened. The colours are all messed up and burns easy https://t.co/aitQRgzr3S"",""support_text"":""@541849 Let us know via DM which country you are currently in, then we can take a look at options for this with you from there. https://t.co/GDrqU22YpT"",""score"":36.428412836673594},{""customer_text"":""@AppleSupport I don't use iTunes or other audio apps, so I honestly wouldn't know if they even worked before the update. MacBook Pro 13\"" retina (early 2015) on High Sierra 10.13.1"",""support_text"":""@140666 Do you have an app update available for Spotify? If So, let's go ahead and complete it at this time."",""score"":36.26297302377459}]"
851776,Nieuwe #iphone 7 gevonden. Met account(afgeschermd) en zoek mijn iphone staat aan. Na maanden nog geen bericht. Tips? #apple @58389 @2446 @AppleSupport,general_support,general_support,human,auto,"If you’ve found a new iPhone 7 and Find My iPhone is enabled, try locating it through the Find My app or iCloud.com. Make sure the device is powered on and connected to the internet. If it’s still not showing up, you can try resetting the network settings or contacting Apple Support for further help.","[{""customer_text"":""waar is het bovenste balkje??\n\nletterlijk mijn telefoon is aan het buggen sinds de nieuwe iphones er zijn @115858 ik heb jullie wel door &amp; nee een nieuwe iphone zit niet in mijn studentenbudget https://t.co/JHuxKpM1e9"",""support_text"":""@682277 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"",""score"":52.94378454210961},{""customer_text"":""@AppleSupport waarom start mijn camera telkens op met Livefoto aan? Dat wil ik niet. Ik heb het uitgezet in de instellingen van de camera maar hij start toch met aan???"",""support_text"":""@247128 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"",""score"":47.53290055584371},{""customer_text"":""@AppleSupport ik hoor nog steeds gekraak in mijn nieuwe #iPhone8. Dit zou toch opgelost zijn met iOS 11.0.2? #Apple #iOS11"",""support_text"":""@267543 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"",""score"":42.43770153928}]"
1699898,@115858 ... how long we gonna let this I️ shit go on for?,general_support,ios_update_issue,human,auto,"This issue should be resolved with the 11.1.1 update. Is your device currently running that version? If not, please try updating to that (make sure to back up first, just in case) and let us know if the behavior continues.","[{""customer_text"":""How long is @115858 gonna let this I️ thing go on for until they fix I️t. They’re prob getting so much enjoyment out of I️t"",""support_text"":""@663542 We'd love to help!  This issue should be resolved with the 11.1.1 update.  Is your device currently running that version?  If not, please try updating to that (make sure to back up first, just in case) and let us know if the behavior continues."",""score"":24.415094750225666},{""customer_text"":""@115858 how long my shit gonna be doing this nut ass shit with the I️"",""support_text"":""@595901 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT"",""score"":22.520908717899275},{""customer_text"":""What’s with he question mark shit on the word “I”??!???! That shit is annoying I️t won’t go away @115858 fix your shit"",""support_text"":""@667225 We have some great news. We've recently released iOS 11.1.1 which should address the autocorrect issue. You can read more here: https://t.co/xXaXeeSRt9"",""score"":19.86896444371886}]"
1451553,"@AppleSupport for iOS 11, does the screen brightness constantly change itself on its own? Is there no way to lock it permanently?",general_support,ios_update_issue,auto,auto,"@AppleSupport We’d like to help you with the auto‑brightness setting. Could you let us know which iPhone model you’re using, the iOS version, and when you first noticed the brightness changing on its own? That will help us find the right solution. Thank you!","[{""customer_text"":""@AppleSupport NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO!"",""support_text"":""@176541 Please send us a DM and we can continue our conversation there. Thanks. https://t.co/GDrqU22YpT"",""score"":362.0004347446973},{""customer_text"":""iOS 11\niOS 11.0.1\niOS 11.0.2\niOS 11.0.3\niOS 11.1\nIOS 11.1.1\niOS 11.1.2\nChance Nummer Sieben für Podcasts: vertan.\n@115858 @AppleSupport https://t.co/EW688vVApo"",""support_text"":""@622678 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj"",""score"":42.6527288479856},{""customer_text"":""Auto brightness won’t turn off on my phone. It is broken. I can’t control it. Auto brightness is stuck on my phone and I can’t take it off. Auto brightness is broken. There isn’t even an option to turn auto brightness on or off. \nPlease fix auto brightness. @115858 @AppleSupport"",""support_text"":""@225299 We'd like to look into this with you. Let us know which iPhone you have, and when you first noticed the option wasn't working for you. Let us know what you see in DM when you try. https://t.co/GDrqU22YpT"",""score"":34.74911673517011}]"
1271118,"@115858 @115948 @AppleSupport My Apple Music isn’t working, it’s as if I have not subscribed. I already currently have a subscription.",payment_account_issue,app_issue,human,auto,"@115858 Thank you for reaching out. Could you let us know which device and iOS version you’re using, and whether the issue occurs with all songs or just specific ones?","[{""customer_text"":""@AppleSupport If you were previously subscribed to Apple Music, but not anymore. Deactivate Apple Music even in iTunes on your computer and there is no music from Apple Music from that moment. Now all the music that I have is purchased from iTunes"",""support_text"":""@140677 If you previously had Apple Music, the songs you have issue with may have been matched against the Apple Music Library and are removed from your device and treated as Apple Music tracks. It may be necessary to sync your music again from iTunes. Meet us in DM to proceed. https://t.co/GDrqU22YpT"",""score"":46.72056576835883},{""customer_text"":""@AppleSupport Hi! Is my @118721 Match music covered by an @115948 subscription? That is, can I let my iTunes Match subscription lapse and have the same access to that music in my Apple Music subscription? Uploaded songs, etc."",""support_text"":""@767530 We are here to help. While they are a different subscription, songs from your library will still be uploaded and matched."",""score"":46.47097563471051},{""customer_text"":""@115858 @AppleSupport @115948 @115858 I have subscribed for Apple Music and still it doesn’t work! This should not happen if I’m not wrong! https://t.co/EOJDkgWlU3"",""support_text"":""@680592 Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Can you tell us which device and software you’re using? Also, is this happening on every song?"",""score"":34.977250091849314}]"
1693481,@AppleSupport @116333 seriously. Golf clap for the amazing new txt replacement feature. And better yet... NO fix from apple! //endsarcasm,ios_update_issue,ios_update_issue,human,auto,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"[{""customer_text"":""@AppleSupport NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO!"",""support_text"":""@176541 Please send us a DM and we can continue our conversation there. Thanks. https://t.co/GDrqU22YpT"",""score"":362.0004347446973},{""customer_text"":""@AppleSupport fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fixit"",""support_text"":""@595731 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":34.48151124571427},{""customer_text"":""Not sure whom to contact ... @AppleSupport  issue with my new iphone 6s from day one and its been 4 months and no resolution on it nor replacement ... @116333 . Can someone take it please.  @AppleSupport  is it seriously a premium service ??"",""support_text"":""@622769 Thanks for reaching out.  We want to help.  Send us a DM letting us know which country you are located in. https://t.co/GDrqU22YpT"",""score"":28.276921016989142}]"
41692,@AppleSupport Pero aún hay que arreglar la lentitud del teclado cuando está el móvil en sonido,device_performance,device_performance,human,auto,@AppleSupport We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"[{""customer_text"":""Aaayyy @AppleSupport ya no se que hacer con la lerditud del #iPhone. \n- que la batería \n- que el emoticon en WhatsApp \n- que el emoticon en Twitter \n- que la conección Bluetooth en el carro y la música sale trastornada"",""support_text"":""@341871 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs"",""score"":105.90741543432051},{""customer_text"":""Cuando cojones vais a arreglar el lag del teclado en iOS 11 para iPhone 6? Cuando me compre un móvil nuevo?? @AppleSupport @115858"",""support_text"":""@295651 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs"",""score"":67.6954341453642},{""customer_text"":""Es la segunda vez que el auricular del iPhone me da electricidad en la oreja... hay algo de eso que no está bien, no? @AppleSupport"",""support_text"":""@795094 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs"",""score"":64.07810872292141}]"
